Disaster: Fire | Severity: High | SMOKE:167.9, VIBRATION:8.81
Disaster: Fire | Severity: Low | SMOKE:49.91, VIBRATION:1.5
Disaster: Fire | Severity: High | SMOKE:222.98, VIBRATION:4.65
Disaster: Fire | Severity: High | SMOKE:293.43, VIBRATION:8.77
Disaster: Fire | Severity: High | SMOKE:116.16, VIBRATION:9.82
Disaster: Fire | Severity: High | SMOKE:18.89, VIBRATION:9.26
Disaster: Fire | Severity: Medium | SMOKE:58.87, VIBRATION:3.22
Disaster: Fire | Severity: High | SMOKE:171.58, VIBRATION:9.66
Disaster: Fire | Severity: High | SMOKE:153.44, VIBRATION:7.83
Disaster: Fire | Severity: Medium | SMOKE:53.51, VIBRATION:1.39
Disaster: Fire | Severity: High | SMOKE:221.38, VIBRATION:4.73
Disaster: Fire | Severity: High | SMOKE:292.61, VIBRATION:8.72
Disaster: Fire | Severity: High | SMOKE:113.8, VIBRATION:9.86
Disaster: Fire | Severity: High | SMOKE:21.68, VIBRATION:9.47
Disaster: Fire | Severity: Medium | SMOKE:62.65, VIBRATION:3.4
Disaster: Fire | Severity: High | SMOKE:174.9, VIBRATION:9.47
Disaster: Fire | Severity: High | SMOKE:156.62, VIBRATION:8.06
Disaster: Fire | Severity: Medium | SMOKE:56.56, VIBRATION:1.14
Disaster: Fire | Severity: High | SMOKE:221.82, VIBRATION:4.99
Disaster: Fire | Severity: High | SMOKE:290.71, VIBRATION:8.71
Disaster: Fire | Severity: High | SMOKE:116.2, VIBRATION:9.88
Disaster: Fire | Severity: High | SMOKE:18.83, VIBRATION:9.54
Disaster: Fire | Severity: Medium | SMOKE:59.61, VIBRATION:3.43
Disaster: Fire | Severity: High | SMOKE:176.01, VIBRATION:9.71
Disaster: Fire | Severity: High | SMOKE:153.34, VIBRATION:7.85
Disaster: Fire | Severity: High | SMOKE:150.21, VIBRATION:8.05
Disaster: Fire | Severity: Medium | SMOKE:52.68, VIBRATION:1.16
Disaster: Fire | Severity: High | SMOKE:292.29, VIBRATION:8.91
Disaster: Fire | Severity: High | SMOKE:112.72, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:223.95, VIBRATION:5.12
Disaster: Fire | Severity: Medium | SMOKE:59.81, VIBRATION:3.3
Disaster: Fire | Severity: High | SMOKE:22.98, VIBRATION:9.63
Disaster: Fire | Severity: High | SMOKE:179.55, VIBRATION:9.83
Disaster: Fire | Severity: High | SMOKE:150.57, VIBRATION:8.3
Disaster: Fire | Severity: Medium | SMOKE:54.87, VIBRATION:1.16
Disaster: Fire | Severity: High | SMOKE:294.12, VIBRATION:9.13
Disaster: Fire | Severity: High | SMOKE:116.12, VIBRATION:9.72
Disaster: Fire | Severity: High | SMOKE:226.84, VIBRATION:5.14
Disaster: Fire | Severity: Medium | SMOKE:56.62, VIBRATION:3.48
Disaster: Fire | Severity: High | SMOKE:19.39, VIBRATION:9.75
Disaster: Fire | Severity: High | SMOKE:177.01, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:150.04, VIBRATION:8.27
Disaster: Fire | Severity: Medium | SMOKE:54.79, VIBRATION:1.41
Disaster: Fire | Severity: High | SMOKE:294.49, VIBRATION:8.95
Disaster: Fire | Severity: High | SMOKE:120.32, VIBRATION:9.73
Disaster: Fire | Severity: High | SMOKE:223.59, VIBRATION:5.14
Disaster: Fire | Severity: Medium | SMOKE:55.64, VIBRATION:3.2
Disaster: Fire | Severity: High | SMOKE:23.05, VIBRATION:9.74
Disaster: Fire | Severity: High | SMOKE:181.72, VIBRATION:9.97
Disaster: Fire | Severity: High | SMOKE:147.96, VIBRATION:8.13
Disaster: Fire | Severity: Medium | SMOKE:59.11, VIBRATION:1.56
Disaster: Fire | Severity: High | SMOKE:294.2, VIBRATION:9.04
Disaster: Fire | Severity: High | SMOKE:118.02, VIBRATION:9.46
Disaster: Fire | Severity: High | SMOKE:219.02, VIBRATION:5.33
Disaster: Fire | Severity: Medium | SMOKE:55.54, VIBRATION:3.3
Disaster: Fire | Severity: High | SMOKE:21.49, VIBRATION:9.77
Disaster: Fire | Severity: High | SMOKE:179.96, VIBRATION:9.92
Disaster: Fire | Severity: High | SMOKE:151.92, VIBRATION:8.4
Disaster: Fire | Severity: Medium | SMOKE:63.86, VIBRATION:1.71
Disaster: Fire | Severity: High | SMOKE:298.27, VIBRATION:9.28
Disaster: Fire | Severity: High | SMOKE:121.11, VIBRATION:9.7
Disaster: Fire | Severity: High | SMOKE:220.73, VIBRATION:5.25
Disaster: Fire | Severity: Medium | SMOKE:59.89, VIBRATION:3.17
Disaster: Fire | Severity: High | SMOKE:20.09, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:182.13, VIBRATION:9.82
Disaster: Fire | Severity: High | SMOKE:148.97, VIBRATION:8.67
Disaster: Fire | Severity: Medium | SMOKE:64.4, VIBRATION:1.77
Disaster: Fire | Severity: High | SMOKE:297.64, VIBRATION:9.12
Disaster: Fire | Severity: High | SMOKE:121.84, VIBRATION:9.59
Disaster: Fire | Severity: High | SMOKE:218.19, VIBRATION:5.23
Disaster: Fire | Severity: Medium | SMOKE:57.82, VIBRATION:3.21
Disaster: Fire | Severity: High | SMOKE:23.1, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:180.44, VIBRATION:9.62
Disaster: Fire | Severity: High | SMOKE:144.77, VIBRATION:8.71
Disaster: Fire | Severity: Medium | SMOKE:59.77, VIBRATION:1.71
Disaster: Fire | Severity: High | SMOKE:299.44, VIBRATION:9.35
Disaster: Fire | Severity: High | SMOKE:123.29, VIBRATION:9.82
Disaster: Fire | Severity: High | SMOKE:213.77, VIBRATION:5.06
Disaster: Fire | Severity: Medium | SMOKE:53.03, VIBRATION:3.36
Disaster: Fire | Severity: High | SMOKE:23.09, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:182.89, VIBRATION:9.59
Disaster: Fire | Severity: High | SMOKE:142.22, VIBRATION:8.87
Disaster: Fire | Severity: Medium | SMOKE:58.84, VIBRATION:1.76
Disaster: Fire | Severity: High | SMOKE:299.73, VIBRATION:9.53
Disaster: Fire | Severity: High | SMOKE:118.82, VIBRATION:9.79
Disaster: Fire | Severity: High | SMOKE:217.14, VIBRATION:4.86
Disaster: Fire | Severity: Medium | SMOKE:57.59, VIBRATION:3.62
Disaster: Fire | Severity: High | SMOKE:19.75, VIBRATION:9.96
Disaster: Fire | Severity: High | SMOKE:182.46, VIBRATION:9.83
Disaster: Fire | Severity: High | SMOKE:144.78, VIBRATION:9.04
Disaster: Fire | Severity: Medium | SMOKE:59.68, VIBRATION:1.48
Disaster: Fire | Severity: High | SMOKE:300, VIBRATION:9.81
Disaster: Fire | Severity: High | SMOKE:115.03, VIBRATION:9.74
Disaster: Fire | Severity: High | SMOKE:219.58, VIBRATION:4.86
Disaster: Fire | Severity: Medium | SMOKE:61.85, VIBRATION:3.72
Disaster: Fire | Severity: High | SMOKE:23.94, VIBRATION:9.9
Disaster: Fire | Severity: High | SMOKE:180.99, VIBRATION:9.85
Disaster: Fire | Severity: High | SMOKE:66.97, VIBRATION:8.59
Disaster: Fire | Severity: High | SMOKE:225.05, VIBRATION:0.63
Disaster: Fire | Severity: High | SMOKE:63.36, VIBRATION:8.56
Disaster: Fire | Severity: High | SMOKE:225.0, VIBRATION:0.73
Disaster: Fire | Severity: High | SMOKE:60.99, VIBRATION:8.4
Disaster: Fire | Severity: High | SMOKE:224.65, VIBRATION:0.53
Disaster: Fire | Severity: High | SMOKE:63.53, VIBRATION:8.27
Disaster: Fire | Severity: High | SMOKE:220.56, VIBRATION:0.45
Disaster: Fire | Severity: High | SMOKE:67.36, VIBRATION:8.36
Disaster: Fire | Severity: High | SMOKE:217.99, VIBRATION:0.52
Disaster: Fire | Severity: High | SMOKE:69.86, VIBRATION:8.47
Disaster: Fire | Severity: High | SMOKE:213.4, VIBRATION:0.56
Disaster: Fire | Severity: High | SMOKE:71.13, VIBRATION:8.45
Disaster: Fire | Severity: High | SMOKE:217.88, VIBRATION:0.38
Disaster: Fire | Severity: High | SMOKE:73.31, VIBRATION:8.23
Disaster: Fire | Severity: High | SMOKE:217.5, VIBRATION:0.18
Disaster: Fire | Severity: High | SMOKE:74.44, VIBRATION:8.08
Disaster: Fire | Severity: High | SMOKE:218.5, VIBRATION:0.4
Disaster: Fire | Severity: High | SMOKE:70.93, VIBRATION:8.27
Disaster: Fire | Severity: High | SMOKE:220.47, VIBRATION:0.5
Disaster: Fire | Severity: High | SMOKE:68.03, VIBRATION:8.36
Disaster: Fire | Severity: High | SMOKE:215.73, VIBRATION:0.78
Disaster: Fire | Severity: High | SMOKE:65.52, VIBRATION:8.3
Disaster: Fire | Severity: High | SMOKE:214.73, VIBRATION:0.71
Disaster: Fire | Severity: High | SMOKE:62.65, VIBRATION:8.57
Disaster: Fire | Severity: High | SMOKE:210.09, VIBRATION:0.78
Disaster: Fire | Severity: High | SMOKE:65.55, VIBRATION:8.39
Disaster: Fire | Severity: High | SMOKE:214.41, VIBRATION:1.0
Disaster: Fire | Severity: High | SMOKE:67.34, VIBRATION:8.12
Disaster: Fire | Severity: High | SMOKE:211.4, VIBRATION:0.73
Disaster: Fire | Severity: High | SMOKE:67.48, VIBRATION:8.27
Disaster: Fire | Severity: High | SMOKE:213.05, VIBRATION:0.79
Disaster: Fire | Severity: High | SMOKE:64.78, VIBRATION:8.36
Disaster: Fire | Severity: High | SMOKE:217.88, VIBRATION:0.97
Disaster: Fire | Severity: Medium | SMOKE:83.51, VIBRATION:1.08
Disaster: Fire | Severity: High | SMOKE:47.32, VIBRATION:7.27
Disaster: Fire | Severity: High | SMOKE:157.43, VIBRATION:4.58
Disaster: Fire | Severity: Medium | SMOKE:79.95, VIBRATION:1.06
Disaster: Fire | Severity: High | SMOKE:92.44, VIBRATION:10
Disaster: Fire | Severity: High | SMOKE:45.26, VIBRATION:7.2
Disaster: Fire | Severity: High | SMOKE:220.23, VIBRATION:4.13
Disaster: Fire | Severity: High | SMOKE:157.58, VIBRATION:4.48
Disaster: Fire | Severity: High | SMOKE:30.54, VIBRATION:8.96
Disaster: Fire | Severity: Medium | SMOKE:79.65, VIBRATION:1.08
Disaster: Fire | Severity: High | SMOKE:91.44, VIBRATION:9.82
Disaster: Fire | Severity: High | SMOKE:245.97, VIBRATION:6.26
Disaster: Fire | Severity: High | SMOKE:41.01, VIBRATION:7.23
Disaster: Fire | Severity: High | SMOKE:217.01, VIBRATION:4.17
Disaster: Fire | Severity: High | SMOKE:280.65, VIBRATION:1.63
Disaster: Fire | Severity: High | SMOKE:157.32, VIBRATION:4.68
Disaster: Fire | Severity: High | SMOKE:35.54, VIBRATION:8.85
Disaster: Fire | Severity: Medium | SMOKE:81.42, VIBRATION:1.31
Disaster: Fire | Severity: High | SMOKE:91.4, VIBRATION:9.72
Disaster: Fire | Severity: High | SMOKE:245.51, VIBRATION:6.0
Disaster: Fire | Severity: High | SMOKE:44.5, VIBRATION:7.35
Disaster: Fire | Severity: High | SMOKE:217.1, VIBRATION:4.03
Disaster: Fire | Severity: High | SMOKE:279.09, VIBRATION:1.6
Disaster: Fire | Severity: High | SMOKE:154.46, VIBRATION:4.82
Disaster: Fire | Severity: High | SMOKE:32.88, VIBRATION:8.88
Disaster: Fire | Severity: Medium | SMOKE:86.23, VIBRATION:1.4
Disaster: Fire | Severity: High | SMOKE:95.16, VIBRATION:9.49
Disaster: Fire | Severity: High | SMOKE:247.37, VIBRATION:5.89
Disaster: Fire | Severity: High | SMOKE:40.13, VIBRATION:7.14
Disaster: Fire | Severity: High | SMOKE:215.51, VIBRATION:4.29
Disaster: Fire | Severity: High | SMOKE:276.52, VIBRATION:1.38
Disaster: Fire | Severity: High | SMOKE:153.61, VIBRATION:5.09
Disaster: Fire | Severity: High | SMOKE:32.08, VIBRATION:8.77
Disaster: Fire | Severity: Medium | SMOKE:84.63, VIBRATION:1.47
Disaster: Fire | Severity: High | SMOKE:94.36, VIBRATION:9.69
Disaster: Fire | Severity: High | SMOKE:248.04, VIBRATION:6.01
Disaster: Fire | Severity: High | SMOKE:41.85, VIBRATION:6.9
Disaster: Fire | Severity: High | SMOKE:219.66, VIBRATION:4.35
Disaster: Fire | Severity: High | SMOKE:279.95, VIBRATION:1.16
Disaster: Fire | Severity: High | SMOKE:156.84, VIBRATION:5.22
Disaster: Fire | Severity: High | SMOKE:30.94, VIBRATION:8.61
Disaster: Fire | Severity: Medium | SMOKE:82.99, VIBRATION:1.58
Disaster: Fire | Severity: High | SMOKE:90.07, VIBRATION:9.63
Disaster: Fire | Severity: High | SMOKE:244.12, VIBRATION:6.17
Disaster: Fire | Severity: High | SMOKE:37.02, VIBRATION:6.97
Disaster: Fire | Severity: High | SMOKE:217.18, VIBRATION:4.15
Disaster: Fire | Severity: High | SMOKE:278.5, VIBRATION:1.31
Disaster: Fire | Severity: High | SMOKE:161.53, VIBRATION:5.39
Disaster: Fire | Severity: High | SMOKE:31.71, VIBRATION:8.83
Disaster: Fire | Severity: Medium | SMOKE:79.82, VIBRATION:1.74
Disaster: Fire | Severity: High | SMOKE:92.96, VIBRATION:9.59
Disaster: Fire | Severity: High | SMOKE:246.47, VIBRATION:6.35
Disaster: Fire | Severity: High | SMOKE:34.94, VIBRATION:6.74
Disaster: Fire | Severity: High | SMOKE:222.04, VIBRATION:4.23
Disaster: Fire | Severity: High | SMOKE:278.35, VIBRATION:1.21
Disaster: Fire | Severity: High | SMOKE:164.15, VIBRATION:5.54
Disaster: Fire | Severity: High | SMOKE:33.14, VIBRATION:8.86
Disaster: Fire | Severity: Medium | SMOKE:81.49, VIBRATION:1.54
Disaster: Fire | Severity: High | SMOKE:96.69, VIBRATION:9.7
Disaster: Fire | Severity: High | SMOKE:243.98, VIBRATION:6.32
Disaster: Fire | Severity: High | SMOKE:31.76, VIBRATION:6.69
Disaster: Fire | Severity: High | SMOKE:226.57, VIBRATION:4.39
Disaster: Fire | Severity: High | SMOKE:282.4, VIBRATION:1.22
Disaster: Fire | Severity: High | SMOKE:161.49, VIBRATION:5.28
Disaster: Fire | Severity: High | SMOKE:34.72, VIBRATION:9.14
Disaster: Fire | Severity: Medium | SMOKE:77.51, VIBRATION:1.36
Disaster: Fire | Severity: High | SMOKE:92.89, VIBRATION:9.94
Disaster: Fire | Severity: High | SMOKE:247.58, VIBRATION:6.39
Disaster: Fire | Severity: High | SMOKE:27.46, VIBRATION:6.86
Disaster: Fire | Severity: High | SMOKE:222.79, VIBRATION:4.69
Disaster: Fire | Severity: High | SMOKE:279.7, VIBRATION:1.24
Disaster: Fire | Severity: High | SMOKE:166.19, VIBRATION:5.44
Disaster: Fire | Severity: High | SMOKE:36.56, VIBRATION:9.11
Disaster: Fire | Severity: Medium | SMOKE:79.74, VIBRATION:1.59
Disaster: Fire | Severity: High | SMOKE:91.84, VIBRATION:9.79
Disaster: Fire | Severity: High | SMOKE:244.63, VIBRATION:6.32
Disaster: Fire | Severity: High | SMOKE:27.89, VIBRATION:6.73
Disaster: Fire | Severity: High | SMOKE:223.09, VIBRATION:4.45
Disaster: Fire | Severity: High | SMOKE:278.44, VIBRATION:1.33
Disaster: Fire | Severity: High | SMOKE:167.01, VIBRATION:5.24
Disaster: Fire | Severity: High | SMOKE:40.12, VIBRATION:8.9
Disaster: Fire | Severity: Medium | SMOKE:80.22, VIBRATION:1.54
Disaster: Fire | Severity: High | SMOKE:91.69, VIBRATION:9.75
Disaster: Fire | Severity: High | SMOKE:244.57, VIBRATION:6.14
Disaster: Fire | Severity: High | SMOKE:29.17, VIBRATION:6.6
Disaster: Fire | Severity: High | SMOKE:225.75, VIBRATION:4.42
Disaster: Fire | Severity: High | SMOKE:282.25, VIBRATION:1.33
Disaster: Fire | Severity: High | SMOKE:170.06, VIBRATION:5.25
Disaster: Fire | Severity: High | SMOKE:38.31, VIBRATION:9.15
Disaster: Fire | Severity: High | SMOKE:254.29, VIBRATION:9.35
Disaster: Fire | Severity: High | SMOKE:43.69, VIBRATION:5.43
Disaster: Fire | Severity: High | SMOKE:254.36, VIBRATION:9.39
Disaster: Fire | Severity: High | SMOKE:42.28, VIBRATION:5.51
Disaster: Fire | Severity: High | SMOKE:252.07, VIBRATION:9.29
Disaster: Fire | Severity: High | SMOKE:43.26, VIBRATION:5.56
Disaster: Fire | Severity: High | SMOKE:247.95, VIBRATION:9.12
Disaster: Fire | Severity: High | SMOKE:42.39, VIBRATION:5.35
Disaster: Fire | Severity: High | SMOKE:250.78, VIBRATION:9.13
Disaster: Fire | Severity: High | SMOKE:43.05, VIBRATION:5.4
Disaster: Fire | Severity: High | SMOKE:248.56, VIBRATION:9.21
Disaster: Fire | Severity: High | SMOKE:38.27, VIBRATION:5.57
Disaster: Fire | Severity: High | SMOKE:246.59, VIBRATION:9.5
Disaster: Fire | Severity: High | SMOKE:36.18, VIBRATION:5.67
Disaster: Fire | Severity: High | SMOKE:247.99, VIBRATION:9.66
Disaster: Fire | Severity: High | SMOKE:36.71, VIBRATION:5.79
Disaster: Fire | Severity: High | SMOKE:251.33, VIBRATION:9.89
Disaster: Fire | Severity: High | SMOKE:32.26, VIBRATION:5.72
Disaster: Fire | Severity: High | SMOKE:252.58, VIBRATION:9.83
Disaster: Fire | Severity: High | SMOKE:28.11, VIBRATION:5.72
Disaster: Fire | Severity: Medium | SMOKE:64.29, VIBRATION:2.03
Disaster: Fire | Severity: High | SMOKE:209.68, VIBRATION:9.23
Disaster: Fire | Severity: High | SMOKE:112.44, VIBRATION:9.16
Disaster: Fire | Severity: Medium | SMOKE:62.15, VIBRATION:2.01
Disaster: Fire | Severity: High | SMOKE:118.81, VIBRATION:8.58
Disaster: Fire | Severity: High | SMOKE:207.24, VIBRATION:9.03
Disaster: Fire | Severity: High | SMOKE:202.0, VIBRATION:8.33
Disaster: Fire | Severity: High | SMOKE:110.47, VIBRATION:9.01
Disaster: Fire | Severity: High | SMOKE:293.12, VIBRATION:0.34
Disaster: Fire | Severity: Medium | SMOKE:66.26, VIBRATION:2.14
Disaster: Fire | Severity: High | SMOKE:119.13, VIBRATION:8.45
Disaster: Fire | Severity: High | SMOKE:184.65, VIBRATION:1.25
Disaster: Fire | Severity: High | SMOKE:208.37, VIBRATION:9.24
Disaster: Fire | Severity: High | SMOKE:198.54, VIBRATION:8.54
Disaster: Fire | Severity: High | SMOKE:149.9, VIBRATION:8.11
Disaster: Fire | Severity: High | SMOKE:288.79, VIBRATION:0.07
Disaster: Fire | Severity: High | SMOKE:182.5, VIBRATION:1.35
Disaster: Fire | Severity: High | SMOKE:106.77, VIBRATION:8.76
Disaster: Fire | Severity: High | SMOKE:146.96, VIBRATION:8.31
Disaster: Fire | Severity: High | SMOKE:203.0, VIBRATION:8.68
Disaster: Fire | Severity: High | SMOKE:122.22, VIBRATION:8.7
Disaster: Fire | Severity: Medium | SMOKE:61.96, VIBRATION:2.37
Disaster: Fire | Severity: High | SMOKE:204.79, VIBRATION:9.02
Disaster: Fire | Severity: High | SMOKE:290.16, VIBRATION:0.07
Disaster: Fire | Severity: High | SMOKE:182.6, VIBRATION:1.09
Disaster: Fire | Severity: High | SMOKE:106.31, VIBRATION:8.79
Disaster: Fire | Severity: High | SMOKE:149.84, VIBRATION:8.13
Disaster: Fire | Severity: High | SMOKE:198.43, VIBRATION:8.98
Disaster: Fire | Severity: High | SMOKE:126.36, VIBRATION:8.51
Disaster: Fire | Severity: Medium | SMOKE:60.11, VIBRATION:2.48
Disaster: Fire | Severity: High | SMOKE:202.59, VIBRATION:9.09
Disaster: Fire | Severity: High | SMOKE:289.12, VIBRATION:0
Disaster: Fire | Severity: High | SMOKE:181.69, VIBRATION:1.34
Disaster: Fire | Severity: High | SMOKE:111.0, VIBRATION:8.84
Disaster: Fire | Severity: High | SMOKE:149.69, VIBRATION:7.85
Disaster: Fire | Severity: High | SMOKE:198.89, VIBRATION:8.78
Disaster: Fire | Severity: High | SMOKE:124.34, VIBRATION:8.27
Disaster: Fire | Severity: Medium | SMOKE:55.88, VIBRATION:2.6
Disaster: Fire | Severity: High | SMOKE:198.65, VIBRATION:9.19
Disaster: Fire | Severity: High | SMOKE:284.8, VIBRATION:0
Disaster: Fire | Severity: High | SMOKE:180.31, VIBRATION:1.63
Disaster: Fire | Severity: High | SMOKE:110.38, VIBRATION:8.71
Disaster: Fire | Severity: High | SMOKE:144.76, VIBRATION:7.99
Disaster: Fire | Severity: High | SMOKE:194.78, VIBRATION:8.93
Disaster: Fire | Severity: High | SMOKE:128.16, VIBRATION:8.09
Disaster: Fire | Severity: Medium | SMOKE:53.03, VIBRATION:2.78
Disaster: Fire | Severity: High | SMOKE:196.03, VIBRATION:9.4
Disaster: Fire | Severity: High | SMOKE:282.1, VIBRATION:0.04
Disaster: Fire | Severity: High | SMOKE:183.3, VIBRATION:1.92
Disaster: Fire | Severity: High | SMOKE:112.08, VIBRATION:8.42
Disaster: Fire | Severity: High | SMOKE:143.59, VIBRATION:8.12
Disaster: Fire | Severity: High | SMOKE:195.88, VIBRATION:8.89
Disaster: Fire | Severity: High | SMOKE:128.42, VIBRATION:8.23
Disaster: Fire | Severity: Medium | SMOKE:54.35, VIBRATION:2.63
Disaster: Fire | Severity: High | SMOKE:194.97, VIBRATION:9.42
Disaster: Fire | Severity: High | SMOKE:277.83, VIBRATION:0.1
Disaster: Fire | Severity: High | SMOKE:187.8, VIBRATION:2.14
Disaster: Fire | Severity: High | SMOKE:108.1, VIBRATION:8.61
Disaster: Fire | Severity: High | SMOKE:144.29, VIBRATION:7.85
Disaster: Fire | Severity: High | SMOKE:193.3, VIBRATION:8.93
Disaster: Fire | Severity: High | SMOKE:128.62, VIBRATION:8.23
Disaster: Fire | Severity: Medium | SMOKE:52.78, VIBRATION:2.92
Disaster: Fire | Severity: High | SMOKE:196.64, VIBRATION:9.43
Disaster: Fire | Severity: High | SMOKE:273.49, VIBRATION:0
Disaster: Fire | Severity: High | SMOKE:186.59, VIBRATION:2.22
Disaster: Fire | Severity: High | SMOKE:108.49, VIBRATION:8.39
Disaster: Fire | Severity: High | SMOKE:140.8, VIBRATION:7.93
Disaster: Fire | Severity: High | SMOKE:190.99, VIBRATION:8.71
Disaster: Fire | Severity: High | SMOKE:129.55, VIBRATION:8.19
Disaster: Fire | Severity: Medium | SMOKE:51.7, VIBRATION:2.74
Disaster: Fire | Severity: High | SMOKE:192.42, VIBRATION:9.29
Disaster: Fire | Severity: High | SMOKE:270.54, VIBRATION:0
Disaster: Fire | Severity: High | SMOKE:181.61, VIBRATION:2.38
Disaster: Fire | Severity: High | SMOKE:108.22, VIBRATION:8.42
Disaster: Fire | Severity: High | SMOKE:137.19, VIBRATION:8.14
Disaster: Fire | Severity: High | SMOKE:195.56, VIBRATION:8.7
Disaster: Fire | Severity: High | SMOKE:133.07, VIBRATION:7.99
Disaster: Fire | Severity: Medium | SMOKE:55.64, VIBRATION:2.62
Disaster: Fire | Severity: High | SMOKE:188.74, VIBRATION:9.21
Disaster: Fire | Severity: High | SMOKE:271.64, VIBRATION:0.0
Disaster: Fire | Severity: High | SMOKE:186.18, VIBRATION:2.58
Disaster: Fire | Severity: High | SMOKE:110.92, VIBRATION:8.4
Disaster: Fire | Severity: High | SMOKE:135.46, VIBRATION:8.33
Disaster: Fire | Severity: High | SMOKE:192.47, VIBRATION:8.57
Disaster: Fire | Severity: High | SMOKE:130.27, VIBRATION:7.94
Disaster: Fire | Severity: Medium | SMOKE:55.87, VIBRATION:2.56
Disaster: Fire | Severity: High | SMOKE:189.41, VIBRATION:8.95
Disaster: Fire | Severity: High | SMOKE:269.51, VIBRATION:0
Disaster: Fire | Severity: High | SMOKE:181.4, VIBRATION:2.7
Disaster: Fire | Severity: High | SMOKE:106.71, VIBRATION:8.36
Disaster: Fire | Severity: High | SMOKE:131.4, VIBRATION:8.15
Disaster: Fire | Severity: High | SMOKE:191.37, VIBRATION:8.68
Disaster: Fire | Severity: High | SMOKE:130.45, VIBRATION:8.14
Disaster: Fire | Severity: Medium | SMOKE:56.5, VIBRATION:2.3
Disaster: Fire | Severity: High | SMOKE:185.66, VIBRATION:8.69
Disaster: Fire | Severity: High | SMOKE:266.69, VIBRATION:0.05
Disaster: Fire | Severity: High | SMOKE:182.56, VIBRATION:2.91
Disaster: Fire | Severity: High | SMOKE:110.76, VIBRATION:8.39
Disaster: Fire | Severity: High | SMOKE:133.07, VIBRATION:8.1
Disaster: Fire | Severity: High | SMOKE:191.91, VIBRATION:8.41
Disaster: Fire | Severity: High | SMOKE:134.54, VIBRATION:8.25
Disaster: Fire | Severity: Medium | SMOKE:61.08, VIBRATION:2.46
Disaster: Fire | Severity: High | SMOKE:186.62, VIBRATION:8.8
Disaster: Fire | Severity: High | SMOKE:267.7, VIBRATION:0.17
Disaster: Fire | Severity: High | SMOKE:181.47, VIBRATION:2.96
Disaster: Fire | Severity: High | SMOKE:110.87, VIBRATION:8.55
Disaster: Fire | Severity: High | SMOKE:137.34, VIBRATION:7.93
Disaster: Fire | Severity: High | SMOKE:190.5, VIBRATION:8.4
Disaster: Fire | Severity: High | SMOKE:133.86, VIBRATION:8.5
Disaster: Fire | Severity: Medium | SMOKE:64.7, VIBRATION:2.24
Disaster: Fire | Severity: High | SMOKE:191.49, VIBRATION:8.55
Disaster: Fire | Severity: High | SMOKE:269.64, VIBRATION:0.26
Disaster: Fire | Severity: High | SMOKE:181.55, VIBRATION:2.92
Disaster: Fire | Severity: High | SMOKE:107.12, VIBRATION:8.58
Disaster: Fire | Severity: High | SMOKE:133.92, VIBRATION:8.19
Disaster: Fire | Severity: High | SMOKE:191.63, VIBRATION:8.37
Disaster: Fire | Severity: High | SMOKE:129.52, VIBRATION:8.23
Disaster: Fire | Severity: Medium | SMOKE:66.03, VIBRATION:2.46
Disaster: Fire | Severity: High | SMOKE:187.24, VIBRATION:8.55
Disaster: Fire | Severity: High | SMOKE:272.83, VIBRATION:0
Disaster: Fire | Severity: High | SMOKE:181.67, VIBRATION:2.74
Disaster: Fire | Severity: High | SMOKE:104.54, VIBRATION:8.74
Disaster: Fire | Severity: High | SMOKE:133.26, VIBRATION:8.01
Disaster: Fire | Severity: High | SMOKE:187.93, VIBRATION:8.25
Disaster: Fire | Severity: High | SMOKE:134.4, VIBRATION:7.99
Disaster: Fire | Severity: Medium | SMOKE:67.52, VIBRATION:2.38
Disaster: Fire | Severity: High | SMOKE:189.71, VIBRATION:8.64
Disaster: Fire | Severity: High | SMOKE:269.3, VIBRATION:0.19
Disaster: Fire | Severity: High | SMOKE:179.0, VIBRATION:2.88
Disaster: Fire | Severity: High | SMOKE:100.51, VIBRATION:8.97
Disaster: Fire | Severity: High | SMOKE:133.77, VIBRATION:8.11
Disaster: Fire | Severity: High | SMOKE:185.51, VIBRATION:8.27
Disaster: Fire | Severity: High | SMOKE:138.43, VIBRATION:8.21
Disaster: Fire | Severity: Medium | SMOKE:67.18, VIBRATION:2.48
Disaster: Fire | Severity: High | SMOKE:187.37, VIBRATION:8.57
Disaster: Fire | Severity: High | SMOKE:266.54, VIBRATION:0.37
Disaster: Fire | Severity: High | SMOKE:178.63, VIBRATION:2.97
Disaster: Fire | Severity: High | SMOKE:101.93, VIBRATION:8.67
Disaster: Fire | Severity: High | SMOKE:133.54, VIBRATION:8.0
Disaster: Fire | Severity: High | SMOKE:185.51, VIBRATION:8.41
Disaster: Fire | Severity: High | SMOKE:135.88, VIBRATION:8.03
Disaster: Fire | Severity: Medium | SMOKE:71.12, VIBRATION:2.52
Disaster: Fire | Severity: High | SMOKE:183.2, VIBRATION:8.72
Disaster: Fire | Severity: High | SMOKE:270.46, VIBRATION:0.2
Disaster: Fire | Severity: High | SMOKE:181.66, VIBRATION:3.14
Disaster: Fire | Severity: High | SMOKE:98.02, VIBRATION:8.72
